Year,Region,Climate_Condition,Average_Temperature_C,CO2_Emissions_Tons,Traffic_Density_VehiclesPerKm2,Population_Density_PeoplePerKm2,Urbanization_Rate_Percent,Green_Cover_Percent,Climate_Change_Index
2024,Africa,Tropical,32.85,956878831.88,4943.52,2311.92,14.68,66.81,0.0096
2016,Asia,Cold,24.21,499537136.73,1759.3,7439.93,13.43,42.83,0.7979
2020,South America,Tropical,34.12,931603514.11,2823.2,5285.3,48.68,56.72,0.5714
2007,Asia,Arid,0.18,583749577.08,1630.58,4118.16,15.68,32.98,0.9861
2014,South America,Temperate,33.67,538845802.71,1996.88,2695.28,81.02,34.5,0.5894
2013,Europe,Arid,-7.01,455028250.22,9731.12,9987.0,57.66,62.16,0.0554
2017,North America,Polar,34.43,210078473.77,1573.48,726.39,12.61,63.24,0.0506
2019,Asia,Polar,6.45,4715941.16,2729.24,445.17,13.65,20.51,0.8832
2006,Asia,Polar,5.73,242264720.63,5926.37,2180.4,65.14,17.95,0.8412
2002,South America,Tropical,15.6,510213448.43,6121.28,9711.01,82.55,37.26,0.3459
2011,Europe,Cold,37.03,380579992.31,1582.04,9792.59,49.4,63.52,0.618
2020,Europe,Arid,-7.61,449036742.77,7947.49,6552.73,59.91,25.95,0.4896
2023,South America,Arid,7.61,980667571.34,7862.77,8802.27,81.98,47.38,0.9672
2002,Europe,Arid,32.83,350922098.3,2411.31,2147.48,64.95,51.03,0.95
2019,Africa,Arid,9.8,452730756.42,2922.23,9720.7,30.23,55.61,0.9838
2013,North America,Polar,-0.04,134382035.8,9382.98,1436.42,65.17,41.66,0.8664
2014,Asia,Arid,11.24,48909774.7,8265.43,1020.24,66.55,31.16,0.9096
2024,North America,Cold,9.28,775634105.08,6993.08,1130.99,76.07,67.86,0.2173
2013,Asia,Polar,35.77,571112491.9,868.22,5735.55,65.88,44.74,0.831
2006,Africa,Arid,28.1,760944101.24,4211.73,7811.93,97.23,52.36,0.7089
2016,Europe,Tropical,15.26,150712936.09,5615.05,3673.01,27.76,27.42,0.9628
2011,South America,Temperate,39.42,572256942.41,1914.74,9779.18,95.6,48.55,0.5713
2019,Africa,Temperate,13.26,254388831.87,4509.85,4349.86,58.45,21.76,0.0852
2003,North America,Temperate,-7.09,228833755.08,6030.21,1512.98,70.48,20.93,0.5974
2008,South America,Polar,3.11,12514488.04,3307.4,4665.01,18.95,51.46,0.6866
2005,Europe,Arid,11.8,131210382.85,7820.4,6793.58,44.25,38.89,0.2203
2015,Africa,Polar,-2.15,309958843.39,8412.47,8323.94,79.24,49.41,0.3941
2024,South America,Cold,37.38,117761881.83,3269.91,4593.1,73.62,22.51,0.5985
2021,Africa,Tropical,28.34,985872581.97,8394.64,5940.13,13.61,43.92,0.3741
2021,Africa,Tropical,3.41,309324015.88,1080.59,2680.77,59.19,33.86,0.3749
2020,Europe,Temperate,19.54,131193622.76,8385.4,6462.71,17.95,43.8,0.1331
2020,Asia,Temperate,26.07,199883230.52,1569.87,9859.86,99.63,23.91,0.9407
2001,South America,Temperate,37.06,588115525.11,875.13,500.05,90.76,51.5,0.7505
2023,Europe,Arid,34.08,64979480.34,6435.67,8866.44,11.9,57.39,0.0012
2007,Africa,Cold,15.76,862571696.01,4745.78,5627.2,87.28,21.89,0.7656
2010,Europe,Cold,28.73,961538179.56,9083.51,2528.47,92.75,24.54,0.7398
2012,Asia,Cold,18.11,247500673.25,3663.73,9549.35,41.82,47.98,0.0097
2016,South America,Cold,17.64,450645173.32,2907.17,4838.71,74.76,50.21,0.3696
2007,Asia,Temperate,-4.26,23112316.58,5032.31,3323.59,49.79,50.77,0.6067
2020,North America,Tropical,-3.69,641069514.5,4586.66,1823.16,68.97,49.38,0.4528
2017,South America,Temperate,16.48,414512131.99,3477.06,2452.08,40.63,30.53,0.778
2017,Asia,Cold,3.44,270788407.64,6952.73,8330.16,39.03,30.67,0.4255
2013,Africa,Temperate,-8.95,207630273.51,7607.64,6147.96,48.2,21.56,0.1539
2014,South America,Cold,26.14,654369054.58,8537.19,9133.32,23.1,15.19,0.9764
2005,South America,Polar,-8.38,416800814.0,9729.92,2327.36,84.8,50.02,0.242
2010,Europe,Tropical,19.76,180479629.74,2703.23,1220.17,41.38,11.06,0.7177
2012,Africa,Polar,16.96,689419972.41,7175.13,70.81,46.01,65.96,0.1432
2024,North America,Arid,38.44,565507210.75,3972.87,5083.54,90.46,58.73,0.329
2000,Asia,Temperate,14.21,858813382.87,6786.97,9983.09,54.7,60.74,0.442
2005,Europe,Arid,-6.82,118358422.98,4786.02,6952.7,58.98,63.93,0.1922
2008,Asia,Temperate,17.58,785880935.34,9938.04,3090.86,96.08,31.56,0.45
2007,North America,Polar,32.05,673843270.03,7302.58,8769.82,89.81,60.04,0.1572
2010,North America,Cold,39.84,115895925.89,9527.29,7819.41,25.25,15.27,0.559
2021,South America,Cold,11.52,695125909.14,8357.95,164.0,52.59,6.41,0.6637
2018,North America,Temperate,6.01,442105741.59,9033.87,8170.44,97.42,56.02,0.0624
2023,Asia,Cold,35.33,945039800.77,8153.47,3012.26,43.51,9.86,0.8711
2008,Africa,Polar,-0.44,142469739.27,4618.63,1505.24,43.44,69.25,0.1851
2016,Africa,Cold,20.77,643190557.42,2555.3,2271.05,27.55,48.86,0.2254
2011,South America,Polar,10.29,382598065.42,3734.69,4691.11,20.29,53.97,0.6613
2024,Asia,Arid,-7.95,956857855.92,251.35,4254.43,76.63,20.98,0.4688
2013,Asia,Polar,7.36,330644920.39,5263.73,2895.98,79.3,48.8,0.4994
2014,North America,Tropical,3.26,962223723.58,5075.33,1730.46,97.21,7.81,0.1282
2015,Asia,Tropical,24.3,901584365.25,5276.24,7624.69,79.61,59.46,0.8057
2021,Europe,Tropical,37.44,271112852.08,9741.61,9901.2,31.9,16.03,0.6171
2021,North America,Temperate,3.4,803738235.05,9118.97,7780.14,13.61,50.33,0.1354
2019,Europe,Temperate,30.57,995608597.6,1659.04,2966.41,98.69,19.59,0.374
2000,South America,Temperate,-7.23,253410339.17,3720.38,2455.64,40.64,9.45,0.8104
2009,Africa,Polar,16.91,437340392.15,4268.36,2184.48,38.08,36.3,0.5684
2007,South America,Temperate,-6.47,520660555.83,3637.3,1375.58,91.54,16.0,0.1086
2017,Africa,Arid,36.7,295636204.67,7995.03,5517.79,62.66,52.41,0.3728
2000,South America,Tropical,28.32,16249574.81,5264.17,6057.95,29.34,20.44,0.2427
2001,Asia,Polar,22.9,220909114.95,5742.39,7057.97,90.02,27.26,0.5175
2000,Europe,Tropical,31.19,282654947.46,8537.48,6805.33,99.4,41.88,0.8434
2000,Africa,Temperate,22.38,444156101.62,8068.99,2930.41,17.8,23.52,0.4363
2008,North America,Polar,38.45,171931375.93,1365.5,3309.81,87.6,29.57,0.4333
2012,Europe,Cold,25.7,873381102.33,7153.45,6818.33,45.15,58.02,0.9054
2000,North America,Arid,36.23,705206221.6,4382.59,3500.98,57.17,16.65,0.5762
2012,Europe,Temperate,15.86,86115277.08,2981.76,2134.11,92.33,10.34,0.5662
2019,Europe,Temperate,-4.15,650442358.69,547.69,3749.62,97.6,26.34,0.2619
2021,South America,Arid,16.41,654002819.93,4898.13,2728.12,33.59,32.58,0.6077
2006,Africa,Arid,-3.66,956264952.47,3586.59,892.24,29.16,40.27,0.5759
2001,Africa,Cold,19.62,4017850.48,2552.55,8303.09,17.25,29.21,0.3969
2005,Europe,Temperate,14.12,248684517.36,6961.98,8532.58,60.56,56.34,0.9907
2006,Asia,Temperate,21.13,927863687.9,7706.38,2205.31,11.22,7.56,0.8819
2013,Asia,Tropical,-9.5,932201781.48,2485.66,657.07,47.07,33.06,0.7496
2017,North America,Polar,-0.26,720865832.95,542.0,7390.89,16.6,29.85,0.5373
2014,North America,Polar,14.57,765997557.73,8495.09,2123.17,46.47,47.09,0.4621
2001,South America,Tropical,37.53,92391474.97,149.1,3940.42,13.59,67.81,0.1849
2009,Europe,Polar,9.18,514361958.94,9374.27,650.71,85.17,38.17,0.3057
2022,North America,Arid,11.22,232351408.3,6294.82,2270.43,28.88,69.15,0.774
2011,North America,Polar,25.73,182036825.57,3252.37,7931.09,39.55,24.65,0.4537
2016,Europe,Polar,20.19,810492995.82,2502.46,8045.92,88.3,7.01,0.8823
2007,South America,Tropical,4.95,135903098.54,139.61,2078.78,77.16,15.77,0.1479
2010,North America,Cold,10.54,469182985.36,2392.94,3365.78,29.71,30.68,0.5083
2002,South America,Polar,0.88,938639661.35,1420.4,1351.04,16.47,25.56,0.647
2005,Africa,Polar,38.3,186646223.51,6141.05,750.98,74.41,11.31,0.5168
2008,South America,Cold,-3.47,978015430.31,1707.13,9921.8,45.16,33.12,0.8892
2005,Asia,Tropical,8.59,994293697.78,5309.87,6559.38,78.95,26.98,0.9896
2008,Asia,Cold,-8.71,556061537.53,5921.66,5425.54,50.08,12.97,0.1158
2006,South America,Tropical,1.09,170972597.44,3015.51,7657.33,41.14,24.25,0.13
2008,Asia,Arid,29.02,316788783.05,398.9,8402.37,50.61,62.62,0.1303
2017,Africa,Tropical,0.06,425068339.84,420.68,8069.08,77.37,24.63,0.6812
2011,Europe,Arid,-6.0,310014900.13,312.16,175.23,91.2,51.41,0.3727
2007,Asia,Arid,13.72,281354944.3,7404.29,1876.21,14.48,44.78,0.7333
2007,Asia,Tropical,-9.5,972257479.51,3214.2,6552.5,57.17,32.77,0.4055
2017,South America,Temperate,-5.76,154211462.59,7973.19,3763.84,12.96,20.54,0.6276
